Organisational Family	Organisation	Category	Service Type	Price
"Department for Business, Innovation and Skills"	South East England Development Agency	ICT	Systems Delivery	90417.00
"Department for Business, Innovation and Skills"	South East England Development Agency	ICT	Telecoms	325925.00
"Department for Business, Innovation and Skills"	South East England Development Agency	ICT	Uncategorised	0.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Logistics	Transport	0.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Logistics	Warehousing & Storage	0.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Logistics	Uncategorised	0.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Travel	Air	89341.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Travel	Booking Services	0.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Travel	Coach	2880.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Travel	Events Organisation	1058218.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Travel	Ferry	0.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Travel	Hotels	183232.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Travel	Rail	135572.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Travel	Taxi	87240.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Travel	Vehicle Hire	12804.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Travel	Uncategorised	435121.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Defence	Airborne Goods and Services	0.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Defence	Marine Goods and Services	0.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Defence	Military Systems	0.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Defence	Munitions	0.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Defence	Wheeled / Tracked Goods and Services	0.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Defence	Uncategorised	0.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Energy & Utilities	Electricity	567978.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Energy & Utilities	Gas	308058.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Energy & Utilities	Solid Fuels	0.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Energy & Utilities	Water	108254.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Energy & Utilities	Uncategorised	0.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Fuels Lubricants & Gases	Fuels	0.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Fuels Lubricants & Gases	Gases	0.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Fuels Lubricants & Gases	Lubricants	0.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Fuels Lubricants & Gases	Uncategorised	0.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Vehicles	Fleet Management	318.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Vehicles	Leasing	213643.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Vehicles	Purchase	0.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Vehicles	Vehicle Disposal	1904.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Vehicles	Vehicle Maintenance	5889.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Vehicles	Uncategorised	0.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Operational Goods	Animal Related Goods	0.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Operational Goods	Art & Exhibits	0.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Operational Goods	Clothing	1194.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Operational Goods	Domestic Goods	0.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Operational Goods	Environmental Materials	6543.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Operational Goods	Learning & Development Materials	0.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Operational Goods	Non-Catering Vending Machines	0.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Operational Goods	Uncategorised	0.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Engineering Goods	Industrial	0.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Engineering Goods	Non-Medical Chemicals	0.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Engineering Goods	Tools	0.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Engineering Goods	Uncategorised	0.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Waste Management	Waste Management Materials	0.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Waste Management	Waste Management Services	618.00
"Department for Business, Innovation and Skills"	South East England Development Agency	Waste Management	Uncategorised	0.00
"Department for Business, Innovation and Skills"	South West Regional Development Agency	Professional Services Other	Clinical Support Services	0.00
"Department for Business, Innovation and Skills"	South West Regional Development Agency	Professional Services Other	Environmental Services	4503.00
"Department for Business, Innovation and Skills"	South West Regional Development Agency	Professional Services Other	Financial Services	164771.00
